t,ax,ay,az
0,0.0,0.0,0.0
0.010001000000000003,0.0,0.0,0.0
0.06500100000000002,0.0,0.0,0.0
0.06644858457130963,0.0,0.0,0.0
0.06934375371392883,0.0,0.0,0.0
0.08526718399833444,0.0,0.0,0.0
0.09978198916398819,0.0,0.0,0.0
0.09985990806910365,0.0,0.0,0.0
0.09993782697421912,0.0,0.0,0.0
0.10009366478445005,0.0,22.753689285519425,129.04258437419657
0.10095077274072022,0.0,22.774041417957342,129.1580070528822
0.10250915084302963,0.0,22.811049874814017,129.36789244142554
0.11809293186612367,0.0,23.18153480416134,131.4690168856754
0.13367671288921773,0.0,23.552924904553365,133.57527481001466
0.19361832073223237,0.0,24.989545202149433,141.72275338546504
0.21589548782101745,0.0,25.142422521162906,142.58976374541803
0.24931123845419503,0.0,25.139354956812888,142.5723667234893
0.29386557263176516,0.0,25.132532771623055,142.53367618865212
0.3276225890262353,0.0,25.3596850814548,143.82192095368507
0.3782581136179405,0.0,25.778849159642753,146.1991185697492
0.392,0.0,26.734022063424412,146.69711749756178
0.40251075973826894,0.0,26.82613518850801,147.2214542254374
0.42479593449013836,0.0,27.061601744392508,148.5557859500314
0.4588972637665362,0.0,27.428752223589854,150.59871079278352
0.5465235872542248,0.0,28.33097054126713,155.0701727557163
0.6250906723804944,0.0,29.245474535965407,158.46091515699035
0.6947618063876642,0.0,30.256802586391295,161.49231670520086
0.755536989275734,0.0,31.10403694638505,163.55617200879686
0.7959292539630222,0.0,31.625317847279934,164.8880101849041
0.8159386004495287,0.0,31.769070458804336,165.07840257533078
0.8581944429871603,0.0,31.945458634703648,165.23042010178727
0.9004502855247919,0.0,32.0098693484738,165.38372485528504
0.9741709386006959,0.0,31.917481148861206,165.3197277608459
1.0478915916765998,0.0,31.65437986561107,163.57896964812645
1.0933351967954195,0.0,31.525688835360345,161.90402887710746
1.138778801914239,0.0,31.418936538362658,160.20230472863625
1.1528804573376188,0.0,31.371993702604193,159.66872852282168
1.1689661827992581,0.0,31.30478543966555,159.0581243603695
1.187035978299157,0.0,31.20968553546312,158.36787453882874
1.2122310443324606,0.0,31.15824269956211,157.9892457718211
1.2325149967920213,0.0,31.192946308731113,158.1821608640619
1.2563943707192948,0.0,31.225341467196642,158.41259328653842
1.2802737446465684,0.0,31.262421845747557,158.62754116468332
1.315267103011413,0.0,31.25471629848373,158.39359722283783
1.3502604613762574,0.0,31.167278580309205,157.4508815814035
1.3878863281350295,0.0,31.087975914431205,156.4126408034461
1.4281447032877292,0.0,31.007652054584824,155.56767158224298
1.468403078440429,0.0,30.887755093979756,154.85846530305935
1.5063407710580516,0.0,30.74986269328313,154.08725075559607
1.5405895245296566,0.0,30.586368449559114,152.975739083947
1.5748382780012615,0.0,30.44275088366686,151.82264533787273
1.6090870314728665,0.0,30.29073471882034,150.70924210621874
1.6433357849444714,0.0,30.115986037628332,149.67247761292978
1.6775845384160764,0.0,29.92490555798578,148.6129582680537
1.7114316208600961,0.0,29.74853739819396,147.51095408814876
1.745278703304116,0.0,29.57053104883383,146.2893989718988
1.7791257857481357,0.0,29.38207317639098,145.06621576893158
1.8093023983843295,0.0,29.252028445992636,144.2882263815735
1.8358085412126972,0.0,29.263033198446898,144.2715856342301
1.862314684041065,0.0,29.275418299936284,144.2148396517064
1.8925335979167952,0.0,29.30594767720647,144.1656559306113
1.926465282839888,0.0,29.470454539492486,144.76567576246407
1.9670194273847954,0.0,29.701336424403415,145.73910285266692
1.9742378900413404,0.0,29.738138474244142,145.90299209708277
1.9850655840261577,0.0,29.79321923644503,146.14788703747516
1.9995025093392473,0.0,29.872295436757476,146.49458990306155
2.020142194284154,0.0,30.119580087057308,147.64438648073582
2.021844062614359,0.0,29.950319106386424,146.7773596180468
2.0252477992747693,0.0,29.611724903549643,145.04282398871376
2.0361292152234367,0.0,28.467547410509248,139.18536068869494
2.042482848033779,0.0,27.42274066080243,133.8600079850752
2.0472720252923198,0.0,26.053103334781007,126.90294496022793
2.0506877878226515,0.0,24.982359351182215,121.46794292414744
2.0513928910766044,0.0,24.52669428557098,119.15940162391493
2.05280309758451,0.0,23.615270825201513,114.54226781102456
2.060239944317874,0.0,18.80277276870444,90.17230765770586
2.0737034312766953,0.0,10.17286794046807,46.50921245014146
2.0809518742123587,0.0,5.721268715110087,24.00381794326525
2.081985273124864,0.0,5.332596955926814,22.03915013385745
2.0840520709498755,0.0,4.555402532345996,18.111022420323593
2.0934354438492426,0.0,1.0200251430064373,0.2494825538525255
2.1010596894698446,0.0,-1.6756060960422154,-13.36180835542935
2.1049476962245834,0.0,-2.0227832862418342,-15.112331059015457
2.1105143941983946,0.0,-2.5247177020255958,-17.642527408033615
2.117759783391278,0.0,-3.1895625209038103,-20.99300326930901
2.120723114608738,0.0,-3.4884963901784216,-22.499389216392352
2.124480912282889,0.0,-4.192345809085602,-26.048380476921682
2.129033176413731,0.0,-5.1218033058818015,-30.734217674633406
2.1334628491666536,0.0,-5.115201930314059,-30.696624607819615
2.1401073582960373,0.0,-5.105147982724516,-30.640041914932752
2.161446508294159,0.0,-5.07263524831504,-30.45973244800394
2.195265462784558,0.0,-5.033734626766437,-30.240198619169007
2.255148379768929,0.0,-4.97104879340373,-29.874470875252452
2.3150312967533,0.0,-4.919774399784252,-29.56444666394002
2.3821749193500152,0.0,-4.869245727173241,-29.26103197823932
2.4493185419467305,0.0,-4.817523418943807,-28.945946796521092
2.529024964540169,0.0,-4.756208663495544,-28.57538246483604
2.647417616965084,0.0,-4.668132345555183,-28.045450736634916
2.7912438318747403,0.0,-4.57174946950721,-27.453612265314355
2.9218173794376616,0.0,-4.481968994432227,-26.91002135971595
3.078125833317125,0.0,-4.382601049401989,-26.303425436882716
3.2601691935131307,0.0,-4.27206873164048,-25.626432720213515
3.478434743918934,0.0,-4.146795482737183,-24.85795731728155
3.6967002943247373,0.0,-4.0297138035164926,-24.136076122678695
3.9149658447305407,0.0,-3.921816861940048,-23.46501652061363
4.133231395136344,0.0,-3.816007448414507,-22.810601253899033
4.351496945542148,0.0,-3.7207991083809073,-22.212898053915772
4.569762495947951,0.0,-3.626871931882597,-21.625988670913447
4.8157401966996085,0.0,-3.53290842257546,-21.02509793800731
5.061717897451266,0.0,-3.444543708148334,-20.459436063291342
5.3076955982029235,0.0,-3.357702103509352,-19.90554155244534
5.593736206378309,0.0,-3.268251350883679,-19.320848343527715
5.879776814553694,0.0,-3.184521544781277,-18.76888452374299
6.23374655121897,0.0,-3.089687885153364,-18.133497220955647
6.587716287884246,0.0,-3.001269048174075,-17.53595669348649
7.039857336257511,0.0,-2.9057523526739217,-16.858430926047564
7.491998384630777,0.0,-2.8228612057757028,-16.245363425804133
8.076506888650224,0.0,-2.7306077369061836,-15.528090282546112
8.66101539266967,0.0,-2.6564391319800764,-14.895498605779657
9.245523896689116,0.0,-2.593363014030306,-14.316126928947988
9.994360847827517,0.0,-2.534137278571404,-13.664155470328978
10.907526246084872,0.0,-2.4884294666717826,-12.970523844456801
11.820691644342228,0.0,-2.4710100288336916,-12.369483462990837
12.54926657232222,0.0,-2.4790189617837903,-11.949175220678192
13.27784150030221,0.0,-2.508443762704033,-11.575465469152553
13.37615578168762,0.0,-2.513971615083775,-11.527753785137733
13.47447006307303,0.0,-2.519615523510635,-11.480074348319087
13.650237365291654,0.0,-2.5307316589386204,-11.396339428010434
13.805143406958083,0.0,-2.541742353306437,-11.324140233515696
