t,wx,wy,wz
1.0478915916765998,-0.008772729852577875,0.0,0.0
1.0706133942360097,-0.011762957192888454,0.0,0.0
1.0933351967954195,-0.01338989737463403,0.0,0.0
1.1160569993548293,-0.013300940711405817,0.0,0.0
1.138778801914239,-0.011492151725266055,0.0,0.0
1.145829629625929,-0.01063178886735569,0.0,0.0
1.1528804573376188,-0.009663289273857956,0.0,0.0
1.1599312850493086,-0.008613372370693687,0.0,0.0
1.1689661827992581,-0.007192922216557209,0.0,0.0
1.1780010805492076,-0.005740541459042369,0.0,0.0
1.187035978299157,-0.00431653289459871,0.0,0.0
1.2020890681026803,-0.002206830489992786,0.0,0.0
1.2122310443324606,-0.001031752664267672,0.0,0.0
1.222373020562241,-0.0001355460629271898,0.0,0.0
1.2325149967920213,0.000438444641480832,0.0,0.0
1.244454683755658,0.0006759989419965967,0.0,0.0
1.2563943707192948,0.0004203892544084169,0.0,0.0
1.2683340576829316,-0.00030395800568259345,0.0,0.0
1.2802737446465684,-0.001421338693448332,0.0,0.0
1.2977704238289907,-0.003519503474201984,0.0,0.0
1.315267103011413,-0.005770306510208888,0.0,0.0
1.3327637821938352,-0.007672439370614665,0.0,0.0
1.3502604613762574,-0.008800249599836583,0.0,0.0
1.3677571405586797,-0.008910807930750025,0.0,0.0
1.3878863281350295,-0.007782547454691845,0.0,0.0
1.4080155157113794,-0.0057001711939957496,0.0,0.0
1.4281447032877292,-0.0033765526534946617,0.0,0.0
1.448273890864079,-0.0016005853641469837,0.0,0.0
1.468403078440429,-0.0009607286917898684,0.0,0.0
1.4892163943222492,-0.0016822994582186808,0.0,0.0
1.5063407710580516,-0.0030782364026388244,0.0,0.0
1.5234651477938541,-0.004695999829408453,0.0,0.0
1.5405895245296566,-0.006010813436666981,0.0,0.0
1.557713901265459,-0.0066105109239341315,0.0,0.0
1.5748382780012615,-0.006330001940880543,0.0,0.0
1.591962654737064,-0.00530057088897762,0.0,0.0
1.6090870314728665,-0.0039032100602124373,0.0,0.0
1.626211408208669,-0.00263392962666894,0.0,0.0
1.6433357849444714,-0.0019260438219744593,0.0,0.0
1.6604601616802739,-0.0019917422245757325,0.0,0.0
1.6775845384160764,-0.0027442506971888463,0.0,0.0
1.6945080796380863,-0.00383407484862404,0.0,0.0
1.7114316208600961,-0.004820042952075454,0.0,0.0
1.728355162082106,-0.005313132216135188,0.0,0.0
1.745278703304116,-0.005129771555768713,0.0,0.0
1.7622022445261258,-0.004352315040662857,0.0,0.0
1.7791257857481357,-0.003299662353075466,0.0,0.0
1.7960493269701456,-0.0024018697410804622,0.0,0.0
1.8093023983843295,-0.0020749065349299103,0.0,0.0
1.8225554697985134,-0.002141723428725177,0.0,0.0
1.8358085412126972,-0.002530989296422266,0.0,0.0
1.849061612626881,-0.0031065560823166694,0.0,0.0
1.862314684041065,-0.0036997032801070473,0.0,0.0
1.8755677554552488,-0.004152541362203981,0.0,0.0
1.8925335979167952,-0.004365774574755227,0.0,0.0
1.9094994403783416,-0.004183552640859251,0.0,0.0
1.926465282839888,-0.0037006876665068187,0.0,0.0
1.9467423551123417,-0.00296546743358344,0.0,0.0
1.9670194273847954,-0.00243264727005159,0.0,0.0
1.970628658713068,-0.0023995891946265286,0.0,0.0
1.9742378900413404,-0.0023924723052583608,0.0,0.0
1.977847121369613,-0.002410036910731912,0.0,0.0
1.9850655840261577,-0.002507851781527751,0.0,0.0
1.9922840466827025,-0.0026745075818069867,0.0,0.0
1.9995025093392473,-0.0028856265881839764,0.0,0.0
2.0148998433868535,-0.0033275577356864905,0.0,0.0
2.020142194284154,-0.003467884981094442,0.0,0.0
2.0209931284492564,-0.0034886160841733405,0.0,0.0
2.021844062614359,-0.0035085199139556923,0.0,0.0
2.023545930944564,-0.0035465948643905424,0.0,0.0
2.0252477992747693,-0.003581106802818507,0.0,0.0
2.0269496676049745,-0.0036118742619709572,0.0,0.0
2.0361292152234367,-0.0037075267284032687,0.0,0.0
2.0400882594045084,-0.003712263962701938,0.0,0.0
2.042482848033779,-0.0037042166083467317,0.0,0.0
2.0448774366630493,-0.003688115717942341,0.0,0.0
2.0472720252923198,-0.003664362626833959,0.0,0.0
2.050335236195675,-0.003623775455403595,0.0,0.0
2.0506877878226515,-0.0036183601333286837,0.0,0.0
2.051040339449628,-0.0036128029788847237,0.0,0.0
2.0513928910766044,-0.003607109053970279,0.0,0.0
2.0520979943305573,-0.0035953254255597583,0.0,0.0
2.05280309758451,-0.0035830265152585906,0.0,0.0
2.053508200838463,-0.0035702303155994678,0.0,0.0
2.060239944317874,-0.0034309616080389523,0.0,0.0
2.0669716877972846,-0.0032693567494371215,0.0,0.0
2.0737034312766953,-0.0031020693902312378,0.0,0.0
2.080435174756106,-0.0029479490646747873,0.0,0.0
2.0809518742123587,-0.002936708218797954,0.0,0.0
2.0814685736686114,-0.0029256411205972593,0.0,0.0
2.081985273124864,-0.002914767042644813,0.0,0.0
2.08301867203737,-0.002893644985927876,0.0,0.0
2.0840520709498755,-0.002873388366347781,0.0,0.0
2.0850854698623813,-0.0028540419628998188,0.0,0.0
2.0934354438492426,-0.0027372125907824175,0.0,0.0
2.0983630499520394,-0.0027013634947940543,0.0,0.0
2.1010596894698446,-0.0026926925465532423,0.0,0.0
2.103003692847214,-0.002691482951043091,0.0,0.0
2.1049476962245834,-0.0026942482121531702,0.0,0.0
2.106891699601953,-0.0027008798868321682,0.0,0.0
2.1105143941983946,-0.0027228310952399862,0.0,0.0
2.1141370887948363,-0.00275626403341276,0.0,0.0
2.117759783391278,-0.002799560329665318,0.0,0.0
2.119241449000008,-0.0028198896896928444,0.0,0.0
2.120723114608738,-0.002841460402945712,0.0,0.0
2.122204780217468,-0.0028641181882420545,0.0,0.0
2.124480912282889,-0.0029006091053924666,0.0,0.0
2.12675704434831,-0.002938711997854276,0.0,0.0
2.129033176413731,-0.0029777762675961997,0.0,0.0
2.1312480127901923,-0.0030162768638324323,0.0,0.0
2.1334628491666536,-0.0030547688868142603,0.0,0.0
2.135677685543115,-0.00309278884551047,0.0,0.0
2.1401073582960373,-0.0031611841323871464,0.0,0.0
2.1445370310489595,-0.003220260449644236,0.0,0.0
2.161446508294159,-0.0033663001127303906,0.0,0.0
2.1783559855393584,-0.003361339587723705,0.0,0.0
2.195265462784558,-0.003257786205763181,0.0,0.0
2.2252069212767434,-0.003017816954539944,0.0,0.0
2.255148379768929,-0.0029381923502939883,0.0,0.0
2.2850898382611144,-0.0031103982194636234,0.0,0.0
2.3150312967533,-0.0032942693389072775,0.0,0.0
2.3486031080516576,-0.0033644557222242775,0.0,0.0
2.3821749193500152,-0.0032436632138321377,0.0,0.0
2.415746730648373,-0.0031125809080065833,0.0,0.0
2.4493185419467305,-0.003135073781820651,0.0,0.0
2.4891717532434496,-0.003211812332884085,0.0,0.0
2.529024964540169,-0.003297868227443606,0.0,0.0
2.568878175836888,-0.003319675602677405,0.0,0.0
2.647417616965084,-0.003332990366188151,0.0,0.0
2.7259570580932797,-0.0033043871158571513,0.0,0.0
2.7912438318747403,-0.003350015381732521,0.0,0.0
2.856530605656201,-0.0034602582217567192,0.0,0.0
2.9218173794376616,-0.003507713775431216,0.0,0.0
2.9871041532191223,-0.003482436263057664,0.0,0.0
3.078125833317125,-0.003485104772299643,0.0,0.0
3.169147513415128,-0.003561147936195657,0.0,0.0
3.2601691935131307,-0.003608439634387117,0.0,0.0
3.3693019687160324,-0.003676291648308337,0.0,0.0
3.478434743918934,-0.003696829118025033,0.0,0.0
3.5875675191218357,-0.0037902297615119863,0.0,0.0
3.6967002943247373,-0.0037792861511706526,0.0,0.0
3.805833069527639,-0.003927245455477591,0.0,0.0
3.9149658447305407,-0.0038490037635285856,0.0,0.0
4.024098619933443,-0.004093862700748775,0.0,0.0
4.133231395136344,-0.0038876495529253734,0.0,0.0
4.242364170339246,-0.004307118808583711,0.0,0.0
4.351496945542148,-0.004156408925448653,0.0,0.0
4.460629720745049,-0.004373120690614883,0.0,0.0
4.569762495947951,-0.004088322587127856,0.0,0.0
4.69275134632378,-0.004330993114146971,0.0,0.0
4.8157401966996085,-0.0044017455743317075,0.0,0.0
4.938729047075437,-0.00452967258961617,0.0,0.0
5.061717897451266,-0.004563506876843259,0.0,0.0
5.184706747827095,-0.004631742654154545,0.0,0.0
5.3076955982029235,-0.0046981178941593316,0.0,0.0
5.450715902290616,-0.004801314562205878,0.0,0.0
5.593736206378309,-0.004900092975138297,0.0,0.0
5.736756510466002,-0.004983056423260187,0.0,0.0
5.879776814553694,-0.005066696540556891,0.0,0.0
6.056761682886332,-0.005196324671513608,0.0,0.0
6.23374655121897,-0.005318985394841695,0.0,0.0
6.410731419551608,-0.0054681404893572915,0.0,0.0
6.587716287884246,-0.005558491134076522,0.0,0.0
6.813786812070878,-0.005751799009430242,0.0,0.0
7.039857336257511,-0.005943312265486394,0.0,0.0
7.265927860444144,-0.006125634440932111,0.0,0.0
7.491998384630777,-0.006314856638081548,0.0,0.0
7.7842526366405,-0.006580930364190757,0.0,0.0
8.076506888650224,-0.006851500322817203,0.0,0.0
8.368761140659947,-0.007163175183277766,0.0,0.0
8.66101539266967,-0.00747402335174975,0.0,0.0
8.953269644679393,-0.007804200986385384,0.0,0.0
9.245523896689116,-0.008125611998655042,0.0,0.0
9.53777814869884,-0.008527241306805764,0.0,0.0
9.994360847827517,-0.009132555228313341,0.0,0.0
10.450943546956195,-0.009805599521493843,0.0,0.0
10.907526246084872,-0.010564688744676316,0.0,0.0
11.36410894521355,-0.011405459861740876,0.0,0.0
11.820691644342228,-0.012334256956704025,0.0,0.0
12.184979108332223,-0.013167774029399311,0.0,0.0
12.54926657232222,-0.014072599089905229,0.0,0.0
12.913554036312215,-0.015049478682682992,0.0,0.0
13.27784150030221,-0.016129346434722996,0.0,0.0
13.326998640994915,-0.016329624272408316,0.0,0.0
13.37615578168762,-0.016540939760000952,0.0,0.0
13.425312922380325,-0.016728869558088486,0.0,0.0
13.47447006307303,-0.016877955841028705,0.0,0.0
13.572784344458439,-0.017101773000655008,0.0,0.0
13.650237365291654,-0.017290452847419785,0.0,0.0
13.727690386124868,-0.017600541288328417,0.0,0.0
13.805143406958083,-0.018036490383043873,0.0,0.0
13.882596427791297,-0.018462237578904393,0.0,0.0
13.960049448624511,-0.01870781265893848,0.0,0.0
14.062386865453792,-0.01876488486177922,0.0,0.0
14.07635007271548,-0.01877500870956722,0.0,0.0
14.090313279977167,-0.01879901338720436,0.0,0.0
14.104276487238854,-0.018836553518788723,0.0,0.0
14.118239694500542,-0.018886036419043285,0.0,0.0
14.132202901762229,-0.01894641539186184,0.0,0.0
14.160129316285603,-0.019096255845141047,0.0,0.0
14.188055730808978,-0.019277795402739845,0.0,0.0
14.215982145332353,-0.01947938640891287,0.0,0.0
14.243908559855727,-0.01968686004925473,0.0,0.0
14.271834974379102,-0.019886295906491006,0.0,0.0
14.329790123090326,-0.020234570960670276,0.0,0.0
14.38774527180155,-0.020463431210163214,0.0,0.0
14.445700420512775,-0.020600881506802893,0.0,0.0
14.503655569224,-0.020727850851880815,0.0,0.0
14.561610717935224,-0.020926269713281927,0.0,0.0
14.63034066089047,-0.02128967884046248,0.0,0.0
14.699070603845716,-0.021747769302956424,0.0,0.0
14.767800546800961,-0.02219517270483873,0.0,0.0
14.836530489756207,-0.0225516169618183,0.0,0.0
14.905260432711453,-0.02281652724612096,0.0,0.0
14.973990375666698,-0.023059045910570005,0.0,0.0
15.042720318621944,-0.023362075420740275,0.0,0.0
15.11145026157719,-0.023764488504122116,0.0,0.0
15.210531971574245,-0.02446206931278231,0.0,0.0
15.287742675255393,-0.024999645196123906,0.0,0.0
15.36495337893654,-0.02544090397299253,0.0,0.0
15.442164082617689,-0.025779680018276588,0.0,0.0
15.519374786298837,-0.026114826464422397,0.0,0.0
15.596585489979985,-0.026577314574232618,0.0,0.0
15.685716694815167,-0.02733557179880214,0.0,0.0
15.759425934682998,-0.028038749289970282,0.0,0.0
15.83313517455083,-0.028631603683414438,0.0,0.0
15.90684441441866,-0.029042120605966806,0.0,0.0
15.980553654286492,-0.029371191328604874,0.0,0.0
16.054262894154324,-0.02980196442599319,0.0,0.0
16.127972134022155,-0.030432745329894872,0.0,0.0
16.18968744227705,-0.031066682949515038,0.0,0.0
16.25140275053195,-0.031700582091075666,0.0,0.0
16.313118058786845,-0.03226617758894466,0.0,0.0
16.37483336704174,-0.03275213764887438,0.0,0.0
16.43654867529664,-0.033195767095034086,0.0,0.0
16.520994833802142,-0.03382081651032659,0.0,0.0
16.605440992307646,-0.03455566623086672,0.0,0.0
16.68988715081315,-0.03541929677828295,0.0,0.0
16.774333309318653,-0.03636992438373882,0.0,0.0
16.87734842980122,-0.03754967431223584,0.0,0.0
16.96294601347853,-0.038492497579612435,0.0,0.0
17.048543597155838,-0.039387908682943416,0.0,0.0
17.134141180833147,-0.04026812480181907,0.0,0.0
17.219738764510456,-0.0411914337854056,0.0,0.0
17.30381708889492,-0.0421988420170687,0.0,0.0
17.371408638382835,-0.04307957392956911,0.0,0.0
17.43900018787075,-0.04401382914374306,0.0,0.0
17.506591737358665,-0.04498659444874532,0.0,0.0
17.59034824616154,-0.0462283856860062,0.0,0.0
17.674104754964414,-0.04748739435152538,0.0,0.0
17.75786126376729,-0.04874744712480209,0.0,0.0
17.841617772570164,-0.0500111606877599,0.0,0.0
17.959529484591684,-0.051852830021075345,0.0,0.0
18.04619083395237,-0.05328323757455314,0.0,0.0
18.132852183313055,-0.05480442799231093,0.0,0.0
18.203065363898627,-0.0561054094710585,0.0,0.0
18.2732785444842,-0.057469175511725396,0.0,0.0
18.34349172506977,-0.058891027479274355,0.0,0.0
18.457745229371994,-0.0613193112346529,0.0,0.0
18.571998733674217,-0.06386901150234013,0.0,0.0
18.68625223797644,-0.06652416393449465,0.0,0.0
18.800505742278663,-0.06929138416998905,0.0,0.0
18.945075455767178,-0.073005300801244,0.0,0.0
19.089645169255693,-0.07702705699738957,0.0,0.0
19.234214882744208,-0.08141572680139554,0.0,0.0
19.378784596232723,-0.08620331204019478,0.0,0.0
19.52335430972124,-0.09139830240568339,0.0,0.0
19.667924023209753,-0.09700481517790313,0.0,0.0
19.81249373669827,-0.1030430964247581,0.0,0.0
20.016172428518455,-0.1123817547576495,0.0,0.0
20.17501808402499,-0.12045375192007979,0.0,0.0
20.333863739531527,-0.1293581405188402,0.0,0.0
20.492709395038062,-0.13920169108249952,0.0,0.0
20.651555050544598,-0.15005304616991488,0.0,0.0
20.810400706051134,-0.16196785956201287,0.0,0.0
20.96924636155767,-0.175020100191184,0.0,0.0
21.128092017064205,-0.18932487596814798,0.0,0.0
21.28693767257074,-0.2050401650964794,0.0,0.0
21.445783328077276,-0.22234201314678662,0.0,0.0
21.60462898358381,-0.24138875491048328,0.0,0.0
21.763474639090347,-0.2622944353708153,0.0,0.0
21.922320294596883,-0.28512197299088593,0.0,0.0
22.053491264209296,-0.3054090926464232,0.0,0.0
22.184662233821708,-0.3269967481250649,0.0,0.0
22.31583320343412,-0.349889440036311,0.0,0.0
22.447004173046533,-0.3740518006935424,0.0,0.0
22.578175142658946,-0.3993872190881981,0.0,0.0
22.70934611227136,-0.42572478353167287,0.0,0.0
22.84051708188377,-0.452804846392056,0.0,0.0
22.971688051496184,-0.4802617000900965,0.0,0.0
23.102859021108596,-0.5076009908419573,0.0,0.0
23.208848430811816,-0.5291633499811665,0.0,0.0
23.314837840515036,-0.5497924413716377,0.0,0.0
23.420827250218256,-0.5689726464734532,0.0,0.0
23.526816659921476,-0.5860960387591977,0.0,0.0
23.632806069624696,-0.6004613414789688,0.0,0.0
23.738795479327916,-0.6112827073383613,0.0,0.0
23.844784889031136,-0.6177109575354397,0.0,0.0
23.950774298734355,-0.6188707709858587,0.0,0.0
24.056763708437575,-0.6139174127011441,0.0,0.0
24.14321964604723,-0.6048271734348754,0.0,0.0
24.22967558365688,-0.5908710829684728,0.0,0.0
24.316131521266534,-0.5718827611820335,0.0,0.0
24.402587458876187,-0.5478711998937683,0.0,0.0
24.472088531622845,-0.5250685038848804,0.0,0.0
24.541589604369502,-0.4993953323613509,0.0,0.0
24.61109067711616,-0.47120373058830367,0.0,0.0
24.680591749862817,-0.44096283557981625,0.0,0.0
24.750092822609474,-0.4092568238832374,0.0,0.0
24.827384686614693,-0.3731212987348129,0.0,0.0
24.90467655061991,-0.33711035790414506,0.0,0.0
24.98196841462513,-0.30239530089752276,0.0,0.0
25.059260278630347,-0.2701798559963115,0.0,0.0
25.136552142635566,-0.24162717313739723,0.0,0.0
25.213844006640784,-0.2177749847113461,0.0,0.0
25.291135870646002,-0.19944571432375816,0.0,0.0
25.36842773465122,-0.18716010184933954,0.0,0.0
25.44571959865644,-0.18106217567814634,0.0,0.0
25.523011462661657,-0.18086416363183347,0.0,0.0
25.600303326666875,-0.18582204024341442,0.0,0.0
25.677595190672093,-0.19475207815491055,0.0,0.0
25.783649846212363,-0.2105833251075637,0.0,0.0
25.864219930780735,-0.22270324243882228,0.0,0.0
25.944790015349106,-0.23249732596181572,0.0,0.0
26.011102169468064,-0.23740850225680588,0.0,0.0
26.07741432358702,-0.23851809033202898,0.0,0.0
26.14372647770598,-0.23523483070868484,0.0,0.0
26.210038631824936,-0.2273285147501437,0.0,0.0
26.276350785943894,-0.21497667606677526,0.0,0.0
26.34266294006285,-0.1987754999439322,0.0,0.0
26.416309596844645,-0.17747381087361824,0.0,0.0
26.48995625362644,-0.15443309205612976,0.0,0.0
26.563602910408232,-0.13172937210447788,0.0,0.0
26.624431213751638,-0.11474048136389119,0.0,0.0
26.685259517095044,-0.10050284677710382,0.0,0.0
26.74608782043845,-0.08986929732060744,0.0,0.0
26.806916123781857,-0.08338830876019333,0.0,0.0
26.867744427125263,-0.08123946203412225,0.0,0.0
26.92857273046867,-0.08319843528277167,0.0,0.0
26.989401033812076,-0.08864324054577148,0.0,0.0
27.050229337155482,-0.09660631688547322,0.0,0.0
27.11105764049889,-0.10586830380897067,0.0,0.0
27.171885943842295,-0.115082681941988,0.0,0.0
27.2327142471857,-0.12292490530661276,0.0,0.0
27.293542550529107,-0.12824465776735175,0.0,0.0
27.354370853872513,-0.1302019352878596,0.0,0.0
27.41519915721592,-0.1283724254518434,0.0,0.0
27.476027460559326,-0.12280688952799364,0.0,0.0
27.536855763902732,-0.1140318775532186,0.0,0.0
27.59768406724614,-0.10298694988715083,0.0,0.0
27.658512370589545,-0.0909036060292131,0.0,0.0
27.71934067393295,-0.07914035502029816,0.0,0.0
27.780168977276357,-0.06899533438987267,0.0,0.0
27.840997280619764,-0.06152245661002151,0.0,0.0
27.90182558396317,-0.057378562483130335,0.0,0.0
27.962653887306576,-0.05672641123154894,0.0,0.0
28.023482190649982,-0.059211336727666534,0.0,0.0
28.08431049399339,-0.06401834419388536,0.0,0.0
28.145138797336795,-0.07000356140732839,0.0,0.0
28.2059671006802,-0.07588107816823503,0.0,0.0
28.266795404023608,-0.0804355463780443,0.0,0.0
28.327623707367014,-0.08272480532848056,0.0,0.0
28.38845201071042,-0.08223178676809427,0.0,0.0
28.449280314053826,-0.07895787117279686,0.0,0.0
28.510108617397233,-0.07341218908455355,0.0,0.0
28.57093692074064,-0.06649955539242858,0.0,0.0
28.631765224084045,-0.05933903087593449,0.0,0.0
28.69259352742745,-0.0530488921484856,0.0,0.0
28.753421830770858,-0.048533925215095544,0.0,0.0
28.814250134114264,-0.04631389084920713,0.0,0.0
28.87507843745767,-0.04642986188382082,0.0,0.0
28.935906740801077,-0.04845102765233908,0.0,0.0
28.996735044144483,-0.051581521409152724,0.0,0.0
29.05756334748789,-0.05484348687944914,0.0,0.0
29.118391650831295,-0.05729557038546491,0.0,0.0
29.1792199541747,-0.05823832899370069,0.0,0.0
29.240048257518108,-0.05736042194796431,0.0,0.0
29.300876560861514,-0.054792139821634465,0.0,0.0
29.36170486420492,-0.05105421456440598,0.0,0.0
29.422533167548327,-0.04691519673211011,0.0,0.0
29.483361470891733,-0.04319336254115633,0.0,0.0
29.54418977423514,-0.04055304930934827,0.0,0.0
29.605018077578546,-0.03935286349143179,0.0,0.0
29.665846380921952,-0.03955748750823558,0.0,0.0
29.726674684265358,-0.04076872556333345,0.0,0.0
29.787502987608764,-0.04236221160633145,0.0,0.0
29.84833129095217,-0.0436735638972907,0.0,0.0
29.909159594295577,-0.04417804291623199,0.0,0.0
29.969987897638983,-0.04362119360064936,0.0,0.0
30.03081620098239,-0.042070663622373085,0.0,0.0
30.091644504325796,-0.03987602989947193,0.0,0.0
30.152472807669202,-0.037548429614233256,0.0,0.0
30.21330111101261,-0.03559772668152389,0.0,0.0
30.274129414356015,-0.03437908185595325,0.0,0.0
30.33495771769942,-0.03399644243462634,0.0,0.0
30.395786021042827,-0.034290126692413846,0.0,0.0
30.456614324386234,-0.0349078925467691,0.0,0.0
30.51744262772964,-0.03543263013348453,0.0,0.0
30.578270931073046,-0.03552264101828112,0.0,0.0
30.641445939446985,-0.03497587380424033,0.0,0.0
30.692321511564423,-0.034111515081133574,0.0,0.0
30.74319708368186,-0.033017155007697974,0.0,0.0
30.794072655799297,-0.031877767853784024,0.0,0.0
30.844948227916735,-0.030875255798845685,0.0,0.0
30.895823800034172,-0.030145124560701675,0.0,0.0
30.961084315219885,-0.029681062365609346,0.0,0.0
31.013404699008433,-0.029650954660944237,0.0,0.0
31.06572508279698,-0.02979219299379706,0.0,0.0
31.118045466585528,-0.029937275682170177,0.0,0.0
31.170365850374075,-0.029933448931140638,0.0,0.0
31.222686234162623,-0.029687237442984408,0.0,0.0
31.28552183613558,-0.029064968284204594,0.0,0.0
31.348357438108536,-0.028201807603762286,0.0,0.0
31.411193040081493,-0.02730132234080729,0.0,0.0
31.47402864205445,-0.026569052372508357,0.0,0.0
31.536864244027406,-0.0261285921038369,0.0,0.0
31.608225540212025,-0.025978253715664524,0.0,0.0
31.665828836789178,-0.02600852590230598,0.0,0.0
31.72343213336633,-0.025998119102481437,0.0,0.0
31.781035429943483,-0.02580635765819633,0.0,0.0
31.838638726520635,-0.025384956966514615,0.0,0.0
31.896242023097788,-0.02479530236139227,0.0,0.0
31.908629554530204,-0.024661487690487864,0.0,0.0
31.92101708596262,-0.02452906054183653,0.0,0.0
31.933404617395038,-0.024398906022258252,0.0,0.0
31.945792148827454,-0.02427200942049015,0.0,0.0
31.970567211692284,-0.02403317083302958,0.0,0.0
31.995342274557114,-0.023818714382720086,0.0,0.0
32.020117337421944,-0.02363278872590149,0.0,0.0
32.06796799741776,-0.023358559914829553,0.0,0.0
32.11581865741358,-0.023192225122914106,0.0,0.0
32.16366931740939,-0.023104552800574128,0.0,0.0
32.21151997740521,-0.023045157567390513,0.0,0.0
32.269057893116546,-0.022933333573098597,0.0,0.0
32.32659580882788,-0.022722474070461074,0.0,0.0
32.38413372453922,-0.022392262808001877,0.0,0.0
32.441671640250554,-0.021979455200647768,0.0,0.0
32.515789982863964,-0.0214306106270319,0.0,0.0
32.589908325477374,-0.020971722287124524,0.0,0.0
32.664026668090784,-0.020684211681588825,0.0,0.0
32.738145010704194,-0.020552204700973558,0.0,0.0
32.82122831980793,-0.020438867860879277,0.0,0.0
32.88458871569557,-0.020257835562282365,0.0,0.0
32.94794911158321,-0.019940253491492834,0.0,0.0
33.011309507470855,-0.01952248957662005,0.0,0.0
33.0746699033585,-0.019099849372112593,0.0,0.0
33.13803029924614,-0.018769109498748552,0.0,0.0
33.20139069513378,-0.018574029494848078,0.0,0.0
33.264751091021424,-0.018483687038231347,0.0,0.0
33.3407465506908,-0.018395272097992802,0.0,0.0
33.41674201036018,-0.01821808156935159,0.0,0.0
33.49273747002956,-0.01788458333830611,0.0,0.0
33.56873292969894,-0.0174404418549302,0.0,0.0
33.64690285097928,-0.017014480059427458,0.0,0.0
33.660298194749174,-0.01695858292158766,0.0,0.0
33.67369353851907,-0.01691109872088133,0.0,0.0
33.68708888228896,-0.01687174135030779,0.0,0.0
33.713879569828755,-0.016814289476474484,0.0,0.0
33.74067025736855,-0.016780392795918638,0.0,0.0
33.76746094490834,-0.016762106523098928,0.0,0.0
33.821486376731926,-0.016740243022222843,0.0,0.0
33.87551180855551,-0.01668353577303537,0.0,0.0
33.92953724037909,-0.016544859961403532,0.0,0.0
33.98356267220267,-0.016320785987842572,0.0,0.0
34.051455055356016,-0.01598830433364208,0.0,0.0
34.11934743850936,-0.015682276047118617,0.0,0.0
34.1872398216627,-0.015483488910601126,0.0,0.0
34.25513220481604,-0.015379630901643827,0.0,0.0
34.32993481905993,-0.015297184447255037,0.0,0.0
34.404737433303815,-0.015159624801388988,0.0,0.0
34.4795400475477,-0.01492508804682348,0.0,0.0
34.55434266179159,-0.014634562167702906,0.0,0.0
34.644421708333276,-0.014324514116968846,0.0,0.0
